Date;U.S. Gulf Coast Kerosene-Type Jet Fuel Spot Price FOB in U.S. Dollars per Gallon
2007-05-13T20:00:00-04:00;2.03
2007-05-06T20:00:00-04:00;1.992
2007-05-01T20:00:00-04:00;2.001
2007-04-30T20:00:00-04:00;2.038
2007-04-22T20:00:00-04:00;2.057
2007-04-16T20:00:00-04:00;2.0
2007-04-11T20:00:00-04:00;2.103
2007-04-10T20:00:00-04:00;2.064
2007-04-04T20:00:00-04:00;2.03
2007-03-28T20:00:00-04:00;2.026
2007-03-19T20:00:00-04:00;1.793
2007-02-28T19:00:00-05:00;1.856
2007-02-15T19:00:00-05:00;1.692
2007-02-12T19:00:00-05:00;1.738
2007-02-06T19:00:00-05:00;1.714
2007-01-30T19:00:00-05:00;1.759
2007-01-29T19:00:00-05:00;1.728
2007-01-09T19:00:00-05:00;1.581
2007-01-04T19:00:00-05:00;1.629
2007-01-02T19:00:00-05:00;1.677
2006-12-28T19:00:00-05:00;1.736
2006-12-26T19:00:00-05:00;1.725
2006-12-21T19:00:00-05:00;1.758
2006-12-14T19:00:00-05:00;1.878
2006-12-11T19:00:00-05:00;1.809
2006-11-26T19:00:00-05:00;1.72
2006-11-20T19:00:00-05:00;1.789
2006-11-16T19:00:00-05:00;1.728
2006-10-26T20:00:00-04:00;1.743
2006-10-23T20:00:00-04:00;1.724
2006-10-08T20:00:00-04:00;1.794
2006-10-03T20:00:00-04:00;1.73
2006-09-24T20:00:00-04:00;1.773
2006-09-17T20:00:00-04:00;1.73
2006-09-04T20:00:00-04:00;1.966
2006-08-31T20:00:00-04:00;2.015
2006-08-30T20:00:00-04:00;2.046
2006-08-27T20:00:00-04:00;2.051
2006-08-15T20:00:00-04:00;2.103
2006-08-13T20:00:00-04:00;2.054
2006-08-08T20:00:00-04:00;2.165
2006-07-26T20:00:00-04:00;2.17
2006-07-16T20:00:00-04:00;2.195
2006-07-11T20:00:00-04:00;2.096
2006-07-10T20:00:00-04:00;2.081
2006-06-19T20:00:00-04:00;1.991
2006-06-13T20:00:00-04:00;2.079
2006-06-12T20:00:00-04:00;2.078
2006-06-07T20:00:00-04:00;2.145
2006-05-30T20:00:00-04:00;2.062
2006-05-24T20:00:00-04:00;2.078
2006-05-22T20:00:00-04:00;2.047
2006-05-03T20:00:00-04:00;2.03
2006-05-02T20:00:00-04:00;2.088
2006-04-27T20:00:00-04:00;2.088
2006-04-19T20:00:00-04:00;2.149
2006-04-16T20:00:00-04:00;2.106
2006-04-03T20:00:00-04:00;1.951
2006-04-02T20:00:00-04:00;1.952
2006-03-27T19:00:00-05:00;1.924
2006-03-26T19:00:00-05:00;1.877
2006-03-22T19:00:00-05:00;1.881
2006-03-13T19:00:00-05:00;1.921
2006-03-09T19:00:00-05:00;1.795
2006-03-05T19:00:00-05:00;1.841
2006-03-02T19:00:00-05:00;1.924
2006-02-27T19:00:00-05:00;1.814
2006-02-21T19:00:00-05:00;1.753
2006-02-15T19:00:00-05:00;1.739
2006-02-08T19:00:00-05:00;1.737
2006-02-06T19:00:00-05:00;1.719
2006-02-01T19:00:00-05:00;1.802
2006-01-31T19:00:00-05:00;1.829
2006-01-24T19:00:00-05:00;1.788
2006-01-19T19:00:00-05:00;1.94
2006-01-18T19:00:00-05:00;1.831
2006-01-16T19:00:00-05:00;1.817
2006-01-10T19:00:00-05:00;1.719
2006-01-03T19:00:00-05:00;1.855
2005-12-21T19:00:00-05:00;1.719
2005-12-01T19:00:00-05:00;1.68
2005-11-30T19:00:00-05:00;1.652
2005-11-16T19:00:00-05:00;1.645
2005-11-08T19:00:00-05:00;1.779
2005-11-07T19:00:00-05:00;1.746
2005-10-31T19:00:00-05:00;1.824
2005-10-23T20:00:00-04:00;1.838
2005-10-06T20:00:00-04:00;2.84
2005-10-05T20:00:00-04:00;2.745
2005-09-29T20:00:00-04:00;2.645
2005-09-27T20:00:00-04:00;2.95
2005-09-26T20:00:00-04:00;2.522
2005-09-22T20:00:00-04:00;2.175
2005-09-20T20:00:00-04:00;2.198
2005-09-18T20:00:00-04:00;2.165
2005-09-12T20:00:00-04:00;1.883
2005-08-11T20:00:00-04:00;1.945
2005-08-10T20:00:00-04:00;1.928
2005-08-07T20:00:00-04:00;1.796
2005-08-03T20:00:00-04:00;1.7
2005-08-02T20:00:00-04:00;1.664
2005-07-06T20:00:00-04:00;1.749
2005-06-29T20:00:00-04:00;1.619
2005-06-22T20:00:00-04:00;1.694
2005-06-19T20:00:00-04:00;1.694
2005-06-02T20:00:00-04:00;1.676
2005-05-10T20:00:00-04:00;1.484
2005-05-04T20:00:00-04:00;1.518
2005-04-26T20:00:00-04:00;1.515
2005-04-21T20:00:00-04:00;1.608
2005-04-18T20:00:00-04:00;1.538
2005-04-13T20:00:00-04:00;1.552
2005-04-07T20:00:00-04:00;1.562
2005-03-31T19:00:00-05:00;1.739
2005-03-30T19:00:00-05:00;1.669
2005-03-28T19:00:00-05:00;1.551
2005-03-15T19:00:00-05:00;1.619
2005-03-14T19:00:00-05:00;1.562
2005-03-07T19:00:00-05:00;1.532
2005-03-03T19:00:00-05:00;1.484
2005-03-01T19:00:00-05:00;1.519
2005-02-14T19:00:00-05:00;1.294
2005-02-08T19:00:00-05:00;1.269
2005-01-23T19:00:00-05:00;1.429
2005-01-17T19:00:00-05:00;1.365
2005-01-10T19:00:00-05:00;1.317
2005-01-05T19:00:00-05:00;1.29
2005-01-03T19:00:00-05:00;1.198
2004-12-28T19:00:00-05:00;1.228
2004-12-06T19:00:00-05:00;1.113
2004-11-30T19:00:00-05:00;1.226
2004-11-22T19:00:00-05:00;1.364
2004-11-21T19:00:00-05:00;1.38
2004-11-11T19:00:00-05:00;1.322
2004-11-10T19:00:00-05:00;1.317
2004-11-07T19:00:00-05:00;1.321
2004-11-04T19:00:00-05:00;1.33
2004-10-31T19:00:00-05:00;1.357
2004-10-25T20:00:00-04:00;1.56
2004-10-18T20:00:00-04:00;1.521
2004-09-22T20:00:00-04:00;1.443
2004-09-01T20:00:00-04:00;1.265
2002-08-15T20:00:00-04:00;0.743
2002-08-05T20:00:00-04:00;0.679
2002-07-31T20:00:00-04:00;0.673
2002-07-23T20:00:00-04:00;0.681
2002-07-14T20:00:00-04:00;0.703
2002-07-11T20:00:00-04:00;0.709
2002-07-10T20:00:00-04:00;0.699
2002-07-07T20:00:00-04:00;0.675
2002-06-27T20:00:00-04:00;0.684
2002-06-24T20:00:00-04:00;0.673
2002-06-20T20:00:00-04:00;0.658
2002-06-04T20:00:00-04:00;0.629
2002-05-21T20:00:00-04:00;0.68
2002-05-15T20:00:00-04:00;0.68
2002-05-09T20:00:00-04:00;0.675
2002-04-30T20:00:00-04:00;0.671
2002-04-28T20:00:00-04:00;0.692
2002-04-18T20:00:00-04:00;0.656
2002-03-24T19:00:00-05:00;0.629
2002-03-21T19:00:00-05:00;0.633
2002-03-17T19:00:00-05:00;0.649
2002-03-13T19:00:00-05:00;0.629
2002-03-06T19:00:00-05:00;0.606
2002-03-05T19:00:00-05:00;0.591
2002-03-03T19:00:00-05:00;0.589
2002-02-25T19:00:00-05:00;0.563
2002-02-24T19:00:00-05:00;0.536
2002-02-11T19:00:00-05:00;0.547
2002-01-24T19:00:00-05:00;0.544
2002-01-23T19:00:00-05:00;0.539
2002-01-22T19:00:00-05:00;0.526
2002-01-16T19:00:00-05:00;0.511
2002-01-13T19:00:00-05:00;0.505
2001-12-13T19:00:00-05:00;0.513
2001-12-10T19:00:00-05:00;0.456
2001-12-06T19:00:00-05:00;0.482
2001-11-20T19:00:00-05:00;0.52
2001-11-04T19:00:00-05:00;0.561
2001-11-01T19:00:00-05:00;0.569
2001-10-30T19:00:00-05:00;0.594
2001-10-17T20:00:00-04:00;0.591
2001-10-16T20:00:00-04:00;0.601
2001-09-03T20:00:00-04:00;0.786
2001-08-22T20:00:00-04:00;0.761
2001-08-08T20:00:00-04:00;0.763
2001-08-02T20:00:00-04:00;0.752
2001-07-29T20:00:00-04:00;0.725
2001-07-26T20:00:00-04:00;0.729
2001-07-19T20:00:00-04:00;0.693
2001-07-11T20:00:00-04:00;0.709
2001-07-05T20:00:00-04:00;0.751
2001-07-02T20:00:00-04:00;0.734
2001-06-04T20:00:00-04:00;0.766
2001-05-29T20:00:00-04:00;0.798
2001-05-23T20:00:00-04:00;0.828
2001-05-15T20:00:00-04:00;0.797
2001-04-24T20:00:00-04:00;0.774
2001-04-11T20:00:00-04:00;0.804
2001-04-05T20:00:00-04:00;0.732
2001-04-02T20:00:00-04:00;0.718
2001-03-26T19:00:00-05:00;0.754
2001-03-13T19:00:00-05:00;0.726
2001-03-08T19:00:00-05:00;0.755
2001-02-28T19:00:00-05:00;0.765
2001-02-25T19:00:00-05:00;0.788
2001-02-20T19:00:00-05:00;0.771
2001-02-15T19:00:00-05:00;0.778
2001-02-13T19:00:00-05:00;0.788
2001-02-12T19:00:00-05:00;0.796
2001-02-01T19:00:00-05:00;0.878
2001-01-17T19:00:00-05:00;0.902
2001-01-15T19:00:00-05:00;0.878
2001-01-03T19:00:00-05:00;0.828
2000-12-21T19:00:00-05:00;0.782
2000-12-17T19:00:00-05:00;0.85
2000-11-27T19:00:00-05:00;0.991
2000-11-21T19:00:00-05:00;1.098
2000-11-08T19:00:00-05:00;1.037
2000-11-06T19:00:00-05:00;0.972
2000-10-30T19:00:00-05:00;0.952
2000-10-26T20:00:00-04:00;0.949
2000-10-23T20:00:00-04:00;1.009
2000-10-12T20:00:00-04:00;1.025
2000-10-05T20:00:00-04:00;0.948
2000-10-03T20:00:00-04:00;0.973
2000-10-02T20:00:00-04:00;0.984
2000-09-20T20:00:00-04:00;1.008
2000-09-07T20:00:00-04:00;1.033
2000-08-30T20:00:00-04:00;0.958
2000-08-22T20:00:00-04:00;0.967
2000-08-10T20:00:00-04:00;0.865
2000-08-08T20:00:00-04:00;0.855
2000-08-02T20:00:00-04:00;0.821
2000-08-01T20:00:00-04:00;0.801
2000-07-30T20:00:00-04:00;0.776
2000-07-23T20:00:00-04:00;0.773
2000-07-20T20:00:00-04:00;0.788
2000-06-28T20:00:00-04:00;0.848
2000-06-13T20:00:00-04:00;0.795
2000-06-06T20:00:00-04:00;0.757
2000-05-22T20:00:00-04:00;0.761
2000-05-15T20:00:00-04:00;0.801
2000-05-14T20:00:00-04:00;0.801
2000-05-11T20:00:00-04:00;0.789
2000-05-01T20:00:00-04:00;0.742
2000-04-30T20:00:00-04:00;0.725
2000-04-03T20:00:00-04:00;0.683
2000-03-30T19:00:00-05:00;0.774
2000-03-28T19:00:00-05:00;0.744
2000-03-26T19:00:00-05:00;0.723
2000-03-15T19:00:00-05:00;0.738
2000-03-14T19:00:00-05:00;0.73
2000-03-13T19:00:00-05:00;0.769
2000-03-01T19:00:00-05:00;0.851
2000-02-29T19:00:00-05:00;0.826
2000-02-28T19:00:00-05:00;0.806
2000-02-24T19:00:00-05:00;0.803
2000-02-21T19:00:00-05:00;0.752
2000-02-13T19:00:00-05:00;0.769
2000-02-06T19:00:00-05:00;0.799
2000-02-03T19:00:00-05:00;0.836
2000-01-26T19:00:00-05:00;0.764
2000-01-24T19:00:00-05:00;0.822
2000-01-23T19:00:00-05:00;0.838
2000-01-17T19:00:00-05:00;0.797
2000-01-11T19:00:00-05:00;0.732
1999-12-29T19:00:00-05:00;0.719
1999-12-28T19:00:00-05:00;0.729
1999-12-27T19:00:00-05:00;0.734
1999-12-22T19:00:00-05:00;0.711
1999-12-19T19:00:00-05:00;0.729
1999-12-16T19:00:00-05:00;0.72
1999-12-12T19:00:00-05:00;0.664
1999-12-01T19:00:00-05:00;0.692
1999-11-30T19:00:00-05:00;0.665
1999-11-29T19:00:00-05:00;0.673
1999-11-17T19:00:00-05:00;0.679
1999-11-14T19:00:00-05:00;0.677
1999-10-26T20:00:00-04:00;0.612
1999-10-24T20:00:00-04:00;0.613
1999-10-04T20:00:00-04:00;0.595
1999-09-19T20:00:00-04:00;0.607
1999-09-16T20:00:00-04:00;0.616
1999-09-02T20:00:00-04:00;0.586
1999-08-25T20:00:00-04:00;0.57
1999-08-24T20:00:00-04:00;0.558
1999-08-23T20:00:00-04:00;0.576
1999-08-19T20:00:00-04:00;0.582
1999-08-18T20:00:00-04:00;0.583
1999-08-16T20:00:00-04:00;0.573
1999-08-12T20:00:00-04:00;0.566
1999-08-11T20:00:00-04:00;0.563
1999-08-04T20:00:00-04:00;0.539
1999-08-03T20:00:00-04:00;0.536
1999-07-29T20:00:00-04:00;0.528
1999-07-15T20:00:00-04:00;0.52
1999-07-08T20:00:00-04:00;0.512
1999-07-07T20:00:00-04:00;0.508
1999-07-06T20:00:00-04:00;0.513
1999-06-28T20:00:00-04:00;0.467
1999-06-15T20:00:00-04:00;0.444
1999-06-09T20:00:00-04:00;0.432
1999-06-06T20:00:00-04:00;0.427
1999-05-23T20:00:00-04:00;0.397
1999-05-06T20:00:00-04:00;0.418
1999-05-04T20:00:00-04:00;0.449
1999-04-25T20:00:00-04:00;0.421
1999-04-21T20:00:00-04:00;0.439
1999-04-14T20:00:00-04:00;0.425
1999-04-06T20:00:00-04:00;0.411
1999-03-18T19:00:00-05:00;0.396
1999-03-04T19:00:00-05:00;0.337
1999-03-02T19:00:00-05:00;0.329
1999-02-17T19:00:00-05:00;0.302
1999-02-10T19:00:00-05:00;0.303
1999-01-27T19:00:00-05:00;0.333
1999-01-10T19:00:00-05:00;0.369
1998-12-29T19:00:00-05:00;0.318
1998-12-22T19:00:00-05:00;0.3
1998-12-10T19:00:00-05:00;0.299
1998-12-08T19:00:00-05:00;0.302
1998-12-06T19:00:00-05:00;0.304
1998-11-24T19:00:00-05:00;0.32
1998-11-12T19:00:00-05:00;0.381
1998-11-08T19:00:00-05:00;0.384
1998-11-04T19:00:00-05:00;0.404
1998-11-02T19:00:00-05:00;0.42
1998-11-01T19:00:00-05:00;0.414
1998-10-20T20:00:00-04:00;0.417
1998-10-12T20:00:00-04:00;0.418
1998-10-04T20:00:00-04:00;0.449
1998-09-30T20:00:00-04:00;0.43
1998-09-28T20:00:00-04:00;0.432
1998-09-27T20:00:00-04:00;0.433
1998-09-21T20:00:00-04:00;0.435
1998-09-09T20:00:00-04:00;0.418
1998-08-26T20:00:00-04:00;0.361
1998-08-23T20:00:00-04:00;0.366
1998-08-12T20:00:00-04:00;0.383
1998-08-05T20:00:00-04:00;0.387
1998-08-03T20:00:00-04:00;0.373
1998-07-26T20:00:00-04:00;0.377
1998-07-23T20:00:00-04:00;0.38
1998-07-21T20:00:00-04:00;0.376
1998-07-20T20:00:00-04:00;0.374
1998-07-19T20:00:00-04:00;0.379
1998-07-14T20:00:00-04:00;0.41
1998-07-01T20:00:00-04:00;0.4
1998-06-29T20:00:00-04:00;0.387
1998-06-28T20:00:00-04:00;0.393
1998-06-15T20:00:00-04:00;0.378
1998-06-08T20:00:00-04:00;0.381
1998-06-03T20:00:00-04:00;0.397
1998-05-28T20:00:00-04:00;0.404
1998-05-20T20:00:00-04:00;0.409
1998-05-19T20:00:00-04:00;0.397
1998-04-29T20:00:00-04:00;0.439
1998-04-21T20:00:00-04:00;0.428
1998-04-16T20:00:00-04:00;0.437
1998-04-06T20:00:00-04:00;0.413
1998-03-31T19:00:00-05:00;0.425
1998-03-29T19:00:00-05:00;0.425
1998-03-26T19:00:00-05:00;0.442
1998-03-25T19:00:00-05:00;0.444
1998-03-16T19:00:00-05:00;0.378
1998-03-09T19:00:00-05:00;0.406
1998-03-08T19:00:00-05:00;0.402
1998-02-26T19:00:00-05:00;0.431
1998-02-16T19:00:00-05:00;0.436
1998-02-10T19:00:00-05:00;0.453
1998-01-19T19:00:00-05:00;0.47
1998-01-11T19:00:00-05:00;0.468
1998-01-05T19:00:00-05:00;0.471
1998-01-04T19:00:00-05:00;0.476
1997-12-23T19:00:00-05:00;0.493
1997-12-03T19:00:00-05:00;0.493
1997-11-23T19:00:00-05:00;0.532
1997-11-18T19:00:00-05:00;0.546
1997-11-11T19:00:00-05:00;0.562
1997-11-10T19:00:00-05:00;0.558
1997-10-12T20:00:00-04:00;0.566
1997-10-09T20:00:00-04:00;0.584
1997-10-05T20:00:00-04:00;0.582
1997-10-02T20:00:00-04:00;0.61
1997-09-23T20:00:00-04:00;0.559
1997-09-22T20:00:00-04:00;0.54
1997-09-15T20:00:00-04:00;0.542
1997-09-04T20:00:00-04:00;0.537
1997-09-02T20:00:00-04:00;0.534
1997-08-27T20:00:00-04:00;0.548
1997-08-26T20:00:00-04:00;0.553
1997-08-05T20:00:00-04:00;0.576
1997-07-31T20:00:00-04:00;0.568
1997-07-21T20:00:00-04:00;0.533
1997-07-16T20:00:00-04:00;0.537
1997-07-13T20:00:00-04:00;0.514
1997-06-17T20:00:00-04:00;0.516
1997-06-15T20:00:00-04:00;0.516
1997-06-12T20:00:00-04:00;0.513
1997-06-11T20:00:00-04:00;0.512
1997-05-26T20:00:00-04:00;0.546
1997-05-21T20:00:00-04:00;0.569
1997-05-18T20:00:00-04:00;0.567
1997-05-13T20:00:00-04:00;0.553
1997-04-24T20:00:00-04:00;0.532
1997-04-13T20:00:00-04:00;0.553
1997-04-02T19:00:00-05:00;0.541
1997-03-31T19:00:00-05:00;0.547
1997-03-17T19:00:00-05:00;0.568
1997-03-02T19:00:00-05:00;0.548
1997-02-11T19:00:00-05:00;0.652
1997-01-29T19:00:00-05:00;0.722
1997-01-28T19:00:00-05:00;0.71
1997-01-20T19:00:00-05:00;0.633
1997-01-12T19:00:00-05:00;0.668
1996-12-18T19:00:00-05:00;0.687
1996-12-16T19:00:00-05:00;0.714
1996-12-12T19:00:00-05:00;0.698
1996-12-10T19:00:00-05:00;0.649
1996-11-13T19:00:00-05:00;0.733
1996-10-30T19:00:00-05:00;0.652
1996-10-21T20:00:00-04:00;0.713
1996-10-10T20:00:00-04:00;0.697
1996-10-01T20:00:00-04:00;0.701
1996-09-24T20:00:00-04:00;0.714
1996-09-19T20:00:00-04:00;0.675
1996-09-12T20:00:00-04:00;0.693
1996-09-04T20:00:00-04:00;0.668
1994-09-06T20:00:00-04:00;0.503
1994-08-31T20:00:00-04:00;0.499
1994-08-29T20:00:00-04:00;0.493
1994-08-28T20:00:00-04:00;0.497
1994-08-22T20:00:00-04:00;0.477
1994-08-11T20:00:00-04:00;0.484
1994-08-10T20:00:00-04:00;0.496
1994-08-01T20:00:00-04:00;0.538
1994-07-21T20:00:00-04:00;0.514
1994-07-20T20:00:00-04:00;0.508
1994-07-19T20:00:00-04:00;0.507
1994-07-14T20:00:00-04:00;0.505
1994-06-30T20:00:00-04:00;0.51
1994-06-21T20:00:00-04:00;0.504
1994-05-26T20:00:00-04:00;0.48
1994-05-17T20:00:00-04:00;0.471
1994-04-26T20:00:00-04:00;0.472
1994-04-10T20:00:00-04:00;0.462
1994-04-05T20:00:00-04:00;0.461
1994-03-24T19:00:00-05:00;0.47
1994-03-15T19:00:00-05:00;0.461
1994-03-09T19:00:00-05:00;0.434
1994-03-03T19:00:00-05:00;0.454
1994-02-17T19:00:00-05:00;0.439
1994-02-13T19:00:00-05:00;0.489
1994-02-06T19:00:00-05:00;0.538
1994-02-03T19:00:00-05:00;0.573
1994-01-06T19:00:00-05:00;0.5
1994-01-05T19:00:00-05:00;0.495
1993-12-29T19:00:00-05:00;0.456
1993-12-16T19:00:00-05:00;0.446
1993-12-14T19:00:00-05:00;0.433
1993-12-05T19:00:00-05:00;0.447
1993-12-02T19:00:00-05:00;0.46
1993-11-16T19:00:00-05:00;0.544
1993-10-13T20:00:00-04:00;0.576
1993-10-10T20:00:00-04:00;0.58
1993-09-21T20:00:00-04:00;0.547
1993-09-14T20:00:00-04:00;0.518
1993-09-12T20:00:00-04:00;0.513
1993-08-16T20:00:00-04:00;0.503
1993-08-10T20:00:00-04:00;0.492
1993-08-08T20:00:00-04:00;0.481
1993-07-29T20:00:00-04:00;0.487
1993-07-26T20:00:00-04:00;0.509
1993-07-25T20:00:00-04:00;0.492
1993-07-21T20:00:00-04:00;0.486
1993-07-19T20:00:00-04:00;0.484
1993-07-14T20:00:00-04:00;0.487
1993-06-23T20:00:00-04:00;0.518
1993-06-16T20:00:00-04:00;0.517
1993-06-15T20:00:00-04:00;0.519
1993-06-02T20:00:00-04:00;0.543
1993-05-23T20:00:00-04:00;0.545
1993-05-11T20:00:00-04:00;0.555
1993-05-09T20:00:00-04:00;0.568
1993-04-29T20:00:00-04:00;0.551
1993-04-22T20:00:00-04:00;0.553
1993-04-18T20:00:00-04:00;0.55
1993-04-15T20:00:00-04:00;0.555
1993-04-14T20:00:00-04:00;0.555
1993-04-12T20:00:00-04:00;0.551
1993-04-04T20:00:00-04:00;0.551
1993-03-10T19:00:00-05:00;0.554
1993-03-09T19:00:00-05:00;0.562
1993-03-07T19:00:00-05:00;0.562
1993-03-04T19:00:00-05:00;0.577
1993-02-28T19:00:00-05:00;0.567
1993-02-25T19:00:00-05:00;0.567
1993-02-23T19:00:00-05:00;0.558
1993-02-17T19:00:00-05:00;0.527
1993-02-01T19:00:00-05:00;0.552
1993-01-28T19:00:00-05:00;0.562
1993-01-27T19:00:00-05:00;0.568
1993-01-26T19:00:00-05:00;0.544
1993-01-07T19:00:00-05:00;0.534
1993-01-05T19:00:00-05:00;0.539
1992-12-27T19:00:00-05:00;0.566
1992-12-23T19:00:00-05:00;0.577
1992-12-02T19:00:00-05:00;0.524
1992-11-29T19:00:00-05:00;0.55
1992-11-24T19:00:00-05:00;0.558
1992-11-19T19:00:00-05:00;0.559
1992-11-15T19:00:00-05:00;0.572
1992-11-02T19:00:00-05:00;0.573
1992-11-01T19:00:00-05:00;0.582
1992-10-22T20:00:00-04:00;0.607
1992-10-20T20:00:00-04:00;0.615
1992-10-18T20:00:00-04:00;0.629
1992-10-11T20:00:00-04:00;0.646
1992-10-08T20:00:00-04:00;0.648
1992-09-27T20:00:00-04:00;0.633
1992-09-23T20:00:00-04:00;0.634
1992-09-22T20:00:00-04:00;0.641
1992-09-20T20:00:00-04:00;0.622
1992-09-17T20:00:00-04:00;0.619
1992-08-24T20:00:00-04:00;0.584
1992-08-19T20:00:00-04:00;0.588
1992-08-18T20:00:00-04:00;0.585
1992-08-16T20:00:00-04:00;0.596
1992-07-26T20:00:00-04:00;0.633
1992-07-16T20:00:00-04:00;0.605
1992-07-08T20:00:00-04:00;0.598
1992-07-07T20:00:00-04:00;0.592
1992-06-25T20:00:00-04:00;0.624
1992-06-21T20:00:00-04:00;0.62
1992-06-17T20:00:00-04:00;0.611
1992-05-18T20:00:00-04:00;0.564
1992-05-13T20:00:00-04:00;0.57
1992-04-30T20:00:00-04:00;0.571
1992-04-29T20:00:00-04:00;0.565
1992-04-28T20:00:00-04:00;0.558
1992-04-23T20:00:00-04:00;0.539
1992-04-12T20:00:00-04:00;0.536
1992-04-09T20:00:00-04:00;0.543
1992-04-02T19:00:00-05:00;0.538
1992-03-09T19:00:00-05:00;0.51
1992-03-08T19:00:00-05:00;0.506
1992-02-26T19:00:00-05:00;0.517
1992-02-20T19:00:00-05:00;0.531
1992-01-14T19:00:00-05:00;0.514
1991-12-30T19:00:00-05:00;0.48
1991-12-26T19:00:00-05:00;0.475
1991-12-18T19:00:00-05:00;0.508
1991-12-17T19:00:00-05:00;0.518
1991-12-12T19:00:00-05:00;0.54
1991-12-10T19:00:00-05:00;0.522
1991-12-09T19:00:00-05:00;0.515
1991-12-08T19:00:00-05:00;0.515
1991-11-26T19:00:00-05:00;0.602
1991-11-17T19:00:00-05:00;0.636
1991-11-11T19:00:00-05:00;0.652
1991-11-04T19:00:00-05:00;0.709
1991-10-21T20:00:00-04:00;0.691
1991-10-17T20:00:00-04:00;0.684
1991-10-02T20:00:00-04:00;0.649
1991-08-26T20:00:00-04:00;0.631
1991-08-13T20:00:00-04:00;0.607
1991-08-08T20:00:00-04:00;0.607
1991-07-25T20:00:00-04:00;0.595
1991-07-17T20:00:00-04:00;0.588
1991-07-11T20:00:00-04:00;0.601
1991-07-08T20:00:00-04:00;0.574
1991-06-26T20:00:00-04:00;0.554
1991-06-19T20:00:00-04:00;0.549
1991-06-18T20:00:00-04:00;0.54
1991-06-12T20:00:00-04:00;0.541
1991-05-30T20:00:00-04:00;0.578
1991-05-21T20:00:00-04:00;0.574
1991-05-20T20:00:00-04:00;0.575
1991-05-19T20:00:00-04:00;0.577
1991-05-08T20:00:00-04:00;0.574
1991-04-23T20:00:00-04:00;0.563
1991-04-07T20:00:00-04:00;0.547
1991-04-04T19:00:00-05:00;0.545
1991-03-20T19:00:00-05:00;0.572
1991-03-13T19:00:00-05:00;0.561
1991-03-04T19:00:00-05:00;0.571
1991-02-14T19:00:00-05:00;0.626
1991-02-13T19:00:00-05:00;0.66
1991-02-06T19:00:00-05:00;0.68
1991-01-28T19:00:00-05:00;0.705
1991-01-09T19:00:00-05:00;0.799
1991-01-08T19:00:00-05:00;0.791
1990-12-23T19:00:00-05:00;0.822
1990-12-19T19:00:00-05:00;0.788
1990-12-11T19:00:00-05:00;0.737
1990-12-10T19:00:00-05:00;0.782
1990-12-05T19:00:00-05:00;0.83
1990-11-28T19:00:00-05:00;0.953
1990-11-26T19:00:00-05:00;0.968
1990-11-22T19:00:00-05:00;0.917
1990-11-18T19:00:00-05:00;0.916
1990-11-15T19:00:00-05:00;0.897
1990-11-01T19:00:00-05:00;1.009
1990-10-31T19:00:00-05:00;1.039
1990-10-23T20:00:00-04:00;0.991
1990-10-22T20:00:00-04:00;0.946
1990-10-14T20:00:00-04:00;1.393
1990-10-08T20:00:00-04:00;1.387
1990-10-07T20:00:00-04:00;1.32
1990-09-24T20:00:00-04:00;1.187
1990-09-20T20:00:00-04:00;1.067
1990-09-19T20:00:00-04:00;1.001
1990-09-13T20:00:00-04:00;0.918
1990-09-05T20:00:00-04:00;0.95
1990-08-29T20:00:00-04:00;0.808
1990-08-27T20:00:00-04:00;0.85
1990-08-26T20:00:00-04:00;0.842
1990-07-26T20:00:00-04:00;0.557
1990-07-17T20:00:00-04:00;0.554
1990-07-09T20:00:00-04:00;0.496
1990-07-01T20:00:00-04:00;0.497
1990-06-25T20:00:00-04:00;0.496
1990-06-21T20:00:00-04:00;0.5
1990-06-13T20:00:00-04:00;0.499
1990-06-07T20:00:00-04:00;0.492
1990-05-23T20:00:00-04:00;0.509
1990-05-21T20:00:00-04:00;0.516
1990-05-16T20:00:00-04:00;0.519
1990-05-15T20:00:00-04:00;0.516
1990-05-03T20:00:00-04:00;0.506
1990-04-25T20:00:00-04:00;0.528
1990-04-23T20:00:00-04:00;0.53
1990-04-22T20:00:00-04:00;0.536
1990-04-15T20:00:00-04:00;0.562
1990-04-12T20:00:00-04:00;0.528
1990-04-11T20:00:00-04:00;0.548
1990-04-02T20:00:00-04:00;0.555
1996-08-18T20:00:00-04:00;0.647
1996-08-12T20:00:00-04:00;0.614
1996-08-05T20:00:00-04:00;0.576
1996-08-04T20:00:00-04:00;0.584
1996-08-01T20:00:00-04:00;0.589
1996-07-31T20:00:00-04:00;0.575
1996-07-28T20:00:00-04:00;0.546
1996-07-25T20:00:00-04:00;0.544
1996-07-24T20:00:00-04:00;0.556
1996-07-18T20:00:00-04:00;0.556
1996-07-16T20:00:00-04:00;0.559
1996-07-10T20:00:00-04:00;0.566
1996-07-04T20:00:00-04:00;0.547
1996-06-30T20:00:00-04:00;0.548
1996-06-27T20:00:00-04:00;0.536
1996-06-13T20:00:00-04:00;0.514
1996-06-09T20:00:00-04:00;0.51
1996-06-04T20:00:00-04:00;0.51
1996-06-03T20:00:00-04:00;0.524
1996-05-21T20:00:00-04:00;0.539
1996-05-16T20:00:00-04:00;0.536
1996-04-30T20:00:00-04:00;0.568
1996-04-28T20:00:00-04:00;0.598
1996-04-22T20:00:00-04:00;0.582
1996-04-14T20:00:00-04:00;0.644
